Prime Contract ID,Contract Includes Sub Vendors,Vendor Record Type,Prime Vendor,Prime Vendor M/WBE Category,Prime Contract Purpose,Prime Contract Current Amount,Prime Contract Original Amount,Prime Vendor Spend to Date,Prime Contract Start Date,Prime Contract End Date,Prime Woman Owned Business,Prime Emerging Business,Prime Contracting Agency,OCA Number,Prime Contract Type,Prime Contract Award Method,Prime Contract Expense Category,Sub Vendor,Sub Vendor M/WBE Category,Sub Contract Purpose,Subcontract Status,Sub Contract Industry,Sub Contract Current Amount,Sub Contract Original Amount,Sub Vendor Paid to Date,Sub Contract Start Date,Sub Contract End Date,Sub Woman Owned Business,Sub Emerging Business
CT185020241408761,yes,Sub Vendor,CAC INDUSTRIES INC,Non-M/WBE,"Reconstruction of Existing Sewers, South Brooklyn",0.0,0.0,0.0,1/10/2024,4/8/2025,No ,No ,Department of Design and Construction,,REQUIREMENTS-CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,THE FENCEMAN INC,Women (Non-Minority),Pavement Markings,ACCO Reviewing Subcontract,Construction Services,15000.0,15000.0,0.0,10/18/2024,1/8/2025,Yes,No 
CT185020241408657,yes,Prime Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,22780714.64,22300000.19,9492662.02,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,1016210484.0,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Buildcox Construction Corp,Non-M/WBE,"Furnish, Install & Dismantle Chain Link Fence",ACCO Reviewing Subcontract,Construction Services,67850.0,67850.0,0.0,2/17/2025,1/2/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",SIGNS & DECAL CORP,Asian American,Signate Fabrication and Installation,ACCO Reviewing Subcontract,Construction Services,8000.0,8000.0,0.0,1/6/2025,2/3/2025,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",KAN ELEVATOR INC,Non-M/WBE,Hydraulic Elevator Furnish & Install,No Subcontract Payments Submitted,Construction Services,279000.0,279000.0,0.0,7/17/2024,1/5/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Tristate Steel Corp,Hispanic American,Structural Steel & Ornamental Metals,No Subcontract Payments Submitted,Construction Services,1200000.0,1200000.0,0.0,1/16/2024,1/5/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS","MID-ISLAND ERECTORS, LTD DBA COMMERICAL FENCE & RAILING",Non-M/WBE,Temporary Fencing,ACCO Rejected Subcontract,Construction Services,28000.0,28000.0,0.0,5/15/2024,1/5/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Kundig Contracting Inc,Non-M/WBE,MILLWORK FABRICATION,No Subcontract Payments Submitted,Construction Services,51800.0,51800.0,0.0,1/16/2024,1/5/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",PAR PLUMBING CO INC THE PAR GROUP,Non-M/WBE,Plumbing,No Subcontract Payments Submitted,Construction Services,438000.0,438000.0,0.0,1/16/2024,1/5/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Premier Enterprise Co Inc,Black American,"WINDOWS, METAL PANEL RAIN SCREEN",ACCO Reviewing Subcontract,Construction Services,1265000.0,1265000.0,0.0,1/16/2024,1/5/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Premier Enterprise Co Inc,Asian American,"WINDOWS, METAL PANEL RAIN SCREEN",ACCO Reviewing Subcontract,Construction Services,1265000.0,1265000.0,0.0,1/16/2024,1/5/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",BAYBRENT CONSTRUCTION CORPORATION,Asian American,supply and install ceramic tile,No Subcontract Payments Submitted,Construction Services,13000.0,13000.0,0.0,1/16/2024,1/5/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",CUSTOM DESIGN INNOVATIONS LLC,Hispanic American,Carpentry & Drywall,No Subcontract Payments Submitted,Construction Services,497600.0,497600.0,0.0,1/16/2024,1/5/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS","Superior Waste and Carting, Inc",Hispanic American,Landscape Work,No Subcontract Payments Submitted,Construction Services,230000.0,230000.0,0.0,1/16/2024,1/5/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",COMMODORE MAINTENANCE CORP.,Asian American,Masonry/Flood Vents,No Subcontract Payments Submitted,Construction Services,167000.0,167000.0,0.0,1/16/2024,1/5/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Premier Enterprise Co Inc,Asian American,"Windows, Metal Panel Rain Screen",No Subcontract Payments Submitted,Construction Services,1265000.0,1265000.0,0.0,1/16/2024,1/5/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Premier Enterprise Co Inc,Black American,"Windows, Metal Panel Rain Screen",No Subcontract Payments Submitted,Construction Services,1265000.0,1265000.0,0.0,1/16/2024,1/5/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",East Port Excav Inc,Non-M/WBE,"Site Utilities, Site Concrete, Demo, Excavation",ACCO Approved Subcontract,Construction Services,3060000.0,3060000.0,243387.5,1/29/2024,1/5/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS","Eastport Excavation & Utilities Contracting, Inc",Non-M/WBE,"Site Demo, Site work, Site Concrete, Asphalt, Site Utilities, Building Concrete",ACCO Rejected Subcontract,Construction Services,3060000.0,3060000.0,0.0,1/16/2024,1/5/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",WELKIN FIRE PROTECTION LLC,Non-M/WBE,Perform all Fire Sprinkler Work,No Subcontract Payments Submitted,Construction Services,226000.0,226000.0,0.0,1/16/2024,1/5/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS","Metropolitan Construction Systems, Inc.",Non-M/WBE,Roofing,No Subcontract Payments Submitted,Construction Services,245000.0,245000.0,0.0,1/16/2024,1/5/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Anron Air Systems,Non-M/WBE,HVAC,ACCO Approved Subcontract,Construction Services,915000.0,915000.0,23750.0,1/16/2024,1/5/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",CROWN WATERPROOFING INC,Non-M/WBE,Foundation Waterproofing,No Subcontract Payments Submitted,Construction Services,110000.0,110000.0,0.0,1/16/2024,1/5/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",CARLITOS CONTRACTING CORP,Asian American,Temporary Fencing,ACCO Rejected Subcontract,Construction Services,79500.0,79500.0,0.0,1/29/2024,1/5/2026,Yes,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",CARLITOS CONTRACTING CORP,Black American,Temporary Fencing,ACCO Rejected Subcontract,Construction Services,79500.0,79500.0,0.0,1/29/2024,1/5/2026,Yes,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",GATEWAY DEMO-CIVIL CORP,Hispanic American,"Furnish & Install Micropiles, Load Tests",No Subcontract Payments Submitted,Construction Services,720000.0,720000.0,0.0,1/29/2024,1/5/2026,No ,No 
CT185020241408657,yes,Sub Vendor,E&A RESTORATION INC,Non-M/WBE,NYPD Bomb Squad Building - Borough of the Bronx,0.0,0.0,0.0,1/16/2024,1/5/2026,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",MID CITY ELECTRICAL CORP.,Black American,Electrical,ACCO Approved Subcontract,Construction Services,2943000.0,2943000.0,71437.62,1/29/2024,1/5/2026,No ,No 
CT185020241408012,no,Prime Vendor,SECOND STAGE THEATRE INC,Non-M/WBE,Pass Through Project - CCG,1019000.0,1019000.0,449754.0,2/20/2024,2/18/2027,No ,No ,Department of Design and Construction,1014853550.0,CONSTRUCTION,GRANTS,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CT185020238808137,yes,Prime Vendor,A.L.A.C. CONTRACTING CORP.,Non-M/WBE,"Reconstruction of Tide Gate Bridge, Queens",26226226.26,26226226.26,160089.0,1/2/2024,5/30/2027,No ,No ,Department of Design and Construction,1016089260.0,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,No ,No 
CT185020238808137,yes,Sub Vendor,A.L.A.C. CONTRACTING CORP.,Non-M/WBE,"Reconstruction of Tide Gate Bridge, Queens",0.0,0.0,0.0,1/2/2024,5/30/2027,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",GPA Environmental Group Inc,Women (Non-Minority),Asbestos Abatement,No Subcontract Payments Submitted,Construction Services,29900.0,29900.0,0.0,12/30/2024,4/9/2025,Yes,No 
CT185020238808137,yes,Sub Vendor,A.L.A.C. CONTRACTING CORP.,Non-M/WBE,"Reconstruction of Tide Gate Bridge, Queens",0.0,0.0,0.0,1/2/2024,5/30/2027,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",PIM CORPORATION,Non-M/WBE,Pipe Rehabilitation and Spray applied Waterproofing Membrane,No Subcontract Payments Submitted,Construction Services,246920.0,246920.0,0.0,1/8/2025,4/1/2027,No ,No 
CT185020238808137,yes,Sub Vendor,A.L.A.C. CONTRACTING CORP.,Non-M/WBE,"Reconstruction of Tide Gate Bridge, Queens",0.0,0.0,0.0,1/2/2024,5/30/2027,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS","C.FRANCIS CONSTRUCTION, CORP",Black American,Trucking,No Subcontract Payments Submitted,Construction Services,300000.0,300000.0,0.0,6/1/2024,5/12/2027,No ,No 
CT185020238808137,yes,Sub Vendor,A.L.A.C. CONTRACTING CORP.,Non-M/WBE,"Reconstruction of Tide Gate Bridge, Queens",0.0,0.0,0.0,1/2/2024,5/30/2027,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",RENTOKIL NORTH AMERICA INC,Non-M/WBE,Pest Control,No Subcontract Payments Submitted,Construction Services,3240.0,3240.0,0.0,6/1/2024,4/1/2027,No ,No 
CT185020238808137,yes,Sub Vendor,A.L.A.C. CONTRACTING CORP.,Non-M/WBE,"Reconstruction of Tide Gate Bridge, Queens",0.0,0.0,0.0,1/2/2024,5/30/2027,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS","TWIN PEAKS, INC.",Non-M/WBE,Testing Laboratory and Inspection Services,No Subcontract Payments Submitted,Construction Services,80000.0,80000.0,0.0,5/30/2024,5/28/2027,No ,No 
CT185020238808137,yes,Sub Vendor,A.L.A.C. CONTRACTING CORP.,Non-M/WBE,"Reconstruction of Tide Gate Bridge, Queens",0.0,0.0,0.0,1/2/2024,5/30/2027,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS","MAGIC EXTERMINATING, CO. INC.",Non-M/WBE,Pest Control,ACCO Rejected Subcontract,Construction Services,3240.0,3240.0,0.0,6/1/2024,4/1/2027,No ,No 
CT185020238808137,yes,Sub Vendor,A.L.A.C. CONTRACTING CORP.,Non-M/WBE,"Reconstruction of Tide Gate Bridge, Queens",0.0,0.0,0.0,1/2/2024,5/30/2027,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS","MAGIC EXTERMINATING, CO. INC.",Non-M/WBE,Pest Control,ACCO Rejected Subcontract,Construction Services,3240.0,3240.0,0.0,3/1/2024,4/1/2027,No ,No 
CT185020238808137,yes,Sub Vendor,A.L.A.C. CONTRACTING CORP.,Non-M/WBE,"Reconstruction of Tide Gate Bridge, Queens",0.0,0.0,0.0,1/2/2024,5/30/2027,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",WELSBACH ELECTRIC CORPORATION,Non-M/WBE,Provide electrical services,ACCO Reviewing Subcontract,Construction Services,1334200.0,1334200.0,0.0,3/1/2024,2/28/2026,No ,No 
CT185020238808137,yes,Sub Vendor,A.L.A.C. CONTRACTING CORP.,Non-M/WBE,"Reconstruction of Tide Gate Bridge, Queens",0.0,0.0,0.0,1/2/2024,5/30/2027,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS","GCCOM CONSTRUCTION COMPANY, INC",Hispanic American,"Furnish and install Tide Gate Bridge structural steel. Furnish and install steel framing, grating, stairs and handrail. Install bearings",No Subcontract Payments Submitted,Construction Services,3219004.5,3219004.5,0.0,6/3/2024,9/1/2026,No ,No 
CT185020238808137,yes,Sub Vendor,A.L.A.C. CONTRACTING CORP.,Non-M/WBE,"Reconstruction of Tide Gate Bridge, Queens",0.0,0.0,0.0,1/2/2024,5/30/2027,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Vanray Materials LLC,Women (Non-Minority),"Sample, analyze, characterize, transport and dispose of soils, Prepare a material handling plan, Camp and HASP",No Subcontract Payments Submitted,Construction Services,300000.0,300000.0,0.0,6/3/2024,1/1/2027,Yes,No 
CT185020238808137,yes,Sub Vendor,A.L.A.C. CONTRACTING CORP.,Non-M/WBE,"Reconstruction of Tide Gate Bridge, Queens",0.0,0.0,0.0,1/2/2024,5/30/2027,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Vanray Materials LLC,Hispanic American,"Sample, analyze, characterize, transport and dispose of soils, Prepare a material handling plan, Camp and HASP",No Subcontract Payments Submitted,Construction Services,300000.0,300000.0,0.0,6/3/2024,1/1/2027,Yes,No 
CT185020238808137,yes,Sub Vendor,A.L.A.C. CONTRACTING CORP.,Non-M/WBE,"Reconstruction of Tide Gate Bridge, Queens",0.0,0.0,0.0,1/2/2024,5/30/2027,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",TONAGE INC,Black American,"Detailing, supply and install reinforcing steel",No Subcontract Payments Submitted,Construction Services,400000.0,400000.0,0.0,7/1/2024,2/3/2027,No ,No 
CT185020238808137,yes,Sub Vendor,A.L.A.C. CONTRACTING CORP.,Non-M/WBE,"Reconstruction of Tide Gate Bridge, Queens",0.0,0.0,0.0,1/2/2024,5/30/2027,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",RMI ROAD MARKINGS INC,Women (Non-Minority),Pavement markings,No Subcontract Payments Submitted,Construction Services,16574.0,16574.0,0.0,6/1/2024,3/31/2027,Yes,No 
CT185020238808137,yes,Sub Vendor,A.L.A.C. CONTRACTING CORP.,Non-M/WBE,"Reconstruction of Tide Gate Bridge, Queens",0.0,0.0,0.0,1/2/2024,5/30/2027,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Gin-Skye Construction Inc,Women (Non-Minority),"Fence, railing and signs",No Subcontract Payments Submitted,Construction Services,479988.0,479988.0,0.0,6/1/2024,4/30/2027,Yes,No 
CT185020238808137,yes,Sub Vendor,A.L.A.C. CONTRACTING CORP.,Non-M/WBE,"Reconstruction of Tide Gate Bridge, Queens",0.0,0.0,0.0,1/2/2024,5/30/2027,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",MAGIC PEST MANAGEMENT LLC,Non-M/WBE,Pest control,ACCO Rejected Subcontract,Construction Services,3240.0,3240.0,0.0,6/1/2024,4/1/2027,No ,No 
CT185020238808137,yes,Sub Vendor,A.L.A.C. CONTRACTING CORP.,Non-M/WBE,"Reconstruction of Tide Gate Bridge, Queens",0.0,0.0,0.0,1/2/2024,5/30/2027,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",HTC LANDSCAPING INC,Women (Non-Minority),"Tree Removal and Planting, Sodding, Tree Consultant, Waterfowl Fence",No Subcontract Payments Submitted,Construction Services,520510.0,520510.0,0.0,4/1/2026,2/28/2027,Yes,No 
CT185020238808137,yes,Sub Vendor,A.L.A.C. CONTRACTING CORP.,Non-M/WBE,"Reconstruction of Tide Gate Bridge, Queens",0.0,0.0,0.0,1/2/2024,5/30/2027,No ,No ,Department of Design and Construction,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",CONTRACTOR'S LAYOUT INC,Women (Non-Minority),Provide Survey and Layout,ACCO Approved Subcontract,Construction Services,100000.0,100000.0,3250.0,3/1/2024,2/28/2026,Yes,No 
CT184620258805286,yes,Prime Vendor,STEVEN DUBNER LANDSCAPING,Non-M/WBE,M042-220M Inwood Hill Pk Ballfields Reconstruction,4479000.0,4479000.0,0.0,2/3/2025,2/2/2026,No ,No ,Department of Parks and Recreation,1016272128.0,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,No ,No 
CT184620258805286,yes,Sub Vendor,STEVEN DUBNER LANDSCAPING,Non-M/WBE,M042-220M Inwood Hill Pk Ballfields Reconstruction,0.0,0.0,0.0,2/3/2025,2/2/2026,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,CONTRACTOR'S LINE & GRADE LLC,Non-M/WBE,Survey,ACCO Reviewing Subcontract,Construction Services,41840.0,41840.0,0.0,3/14/2025,2/2/2026,No ,No 
CT184620258805286,yes,Sub Vendor,STEVEN DUBNER LANDSCAPING,Non-M/WBE,M042-220M Inwood Hill Pk Ballfields Reconstruction,0.0,0.0,0.0,2/3/2025,2/2/2026,No ,No ,Department of Parks and Recreation,,,,,HISTORICAL PERSPECTIVES INC,Women (Non-Minority),Archaeological Services,No Subcontract Payments Submitted,Construction Services,7000.0,7000.0,0.0,2/3/2025,2/2/2026,Yes,No 
CT184620258805255,yes,Prime Vendor,MSM EMPIRE CONSTRUCTION CORP.,Non-M/WBE,M200A-122M Anibal Aviles Playground Reconstruction,4205050.0,4205050.0,0.0,2/3/2025,2/2/2026,No ,No ,Department of Parks and Recreation,1016247231.0,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,No ,No 
CT184620258805255,yes,Sub Vendor,MSM EMPIRE CONSTRUCTION CORP.,Non-M/WBE,M200A-122M Anibal Aviles Playground Reconstruction,0.0,0.0,0.0,2/3/2025,2/2/2026,No ,No ,Department of Parks and Recreation,,,,,CNZ CONSTRUCTION CORP,Non-M/WBE,safety surfacing,No Subcontract Payments Submitted,Construction Services,240416.0,240416.0,0.0,11/4/2024,11/3/2025,No ,No 
